,x,y,z
14946,656.8461538461538,244.76923076923077,69.84615384615384
14947,673.4545454545455,367.8181818181818,56.86363636363637
14948,675.8181818181819,370.1818181818182,54.86363636363637
14949,676.0,360.10526315789474,54.526315789473685
14950,672.0909090909091,262.95454545454544,57.27272727272727
14951,675.25,276.0,55.25
14952,679.448275862069,307.9655172413793,50.51724137931034
14953,684.7272727272727,335.8181818181818,47.18181818181818
14954,685.6111111111111,308.5,45.111111111111114
14955,687.5,326.0,44.0
14956,689.0,331.1666666666667,43.22222222222222
14957,692.5294117647059,311.47058823529414,40.1764705882353
14958,693.0,247.8,40.0
14959,694.5,248.0,38.0
14960,704.0,365.0,32.0
14961,695.0,238.0,39.0
14962,705.3076923076923,330.0769230769231,30.076923076923077
14963,708.0,355.77777777777777,28.0
14964,702.6666666666666,282.2857142857143,31.571428571428573
14965,711.5,378.75,25.0
14966,707.2222222222222,273.6666666666667,27.77777777777778
14967,706.6666666666666,268.4166666666667,28.083333333333332
14968,704.0,230.2,29.4
14969,708.2,260.4,27.0
14970,712.0,215.0,24.0
14971,724.75,294.625,13.625
14972,641.4230769230769,282.53846153846155,82.6923076923077
14973,648.5714285714286,326.85714285714283,76.66666666666667
14974,651.8947368421053,304.57894736842104,74.21052631578948
14975,658.4761904761905,346.04761904761904,69.33333333333333
14976,659.8,382.4,68.0
14977,660.0434782608696,351.04347826086956,67.56521739130434
14978,660.6666666666666,331.3333333333333,68.0
14979,652.7777777777778,240.44444444444446,73.11111111111111
14980,661.76,341.12,65.92
14981,662.578947368421,362.8421052631579,65.15789473684211
14982,655.2727272727273,249.0,71.27272727272727
14983,666.3333333333334,373.0,64.0
14984,660.0,282.0,67.0
14985,668.2,368.73333333333335,60.46666666666667
14986,663.65,244.6,64.45
14987,665.3571428571429,251.71428571428572,62.642857142857146
14988,674.4666666666667,354.4,55.266666666666666
14989,680.0,391.5,53.0
14990,677.3846153846154,377.8076923076923,52.69230769230769
14991,676.5,349.5,55.0
14992,676.5,364.90909090909093,53.40909090909091
14993,680.9333333333333,387.4,50.0
14994,676.6363636363636,307.6363636363636,53.0
14995,684.4230769230769,383.9230769230769,47.34615384615385
14996,684.2083333333334,379.0416666666667,47.291666666666664
14997,686.8666666666667,330.93333333333334,44.93333333333333
14998,685.1666666666666,303.44444444444446,45.94444444444444
14999,690.7826086956521,319.30434782608694,41.56521739130435
15000,690.6818181818181,285.3636363636364,40.77272727272727
15001,692.6785714285714,306.42857142857144,39.464285714285715
15002,696.9444444444445,336.72222222222223,36.333333333333336
15003,691.3,254.7,41.0
15004,698.5833333333334,296.5,34.666666666666664
15005,698.84,301.76,34.4
15006,698.5454545454545,272.8181818181818,35.0
15007,705.75,369.5,30.0
15008,695.5,229.125,37.0
15009,697.6666666666666,269.0,34.0
15010,700.8461538461538,278.0,33.0
15011,707.2727272727273,346.0,27.09090909090909
15012,707.8333333333334,292.0,27.333333333333332
15013,703.5,218.0,30.0
15014,713.8333333333334,345.75,22.583333333333332
15015,707.5,254.5,27.0
15016,708.0526315789474,265.3157894736842,26.31578947368421
15017,708.7272727272727,258.27272727272725,25.363636363636363
15018,709.3333333333334,243.05555555555554,25.27777777777778
15019,716.875,340.125,20.0
15020,712.9,271.15,22.55
15021,711.6470588235294,260.7647058823529,23.235294117647058
15022,713.6666666666666,278.42857142857144,21.61904761904762
15023,709.375,224.25,25.0
15024,720.8333333333334,352.8333333333333,16.0
15025,722.5,349.0,15.5
15026,726.6,382.6,12.1
15027,644.32,297.16,79.68
15028,650.0588235294117,344.52941176470586,76.11764705882354
15029,653.3333333333334,311.6666666666667,74.0
15030,653.9166666666666,322.8333333333333,72.0
15031,652.0,286.0,73.0
15032,665.5384615384615,389.7692307692308,62.92307692307692
15033,666.0,386.0,62.588235294117645
15034,659.8275862068965,294.6896551724138,67.20689655172414
15035,664.8823529411765,349.11764705882354,63.294117647058826
15036,660.4,260.8,66.0
15037,673.5,359.3,56.0
15038,670.4705882352941,286.47058823529414,58.11764705882353
15039,678.7222222222222,313.05555555555554,50.833333333333336
15040,682.4285714285714,327.64285714285717,48.57142857142857
15041,680.3333333333334,299.0,49.916666666666664
15042,690.2352941176471,326.05882352941177,41.705882352941174
15043,695.6666666666666,326.8666666666667,37.06666666666667
15044,696.0,268.5,37.0
15045,698.6818181818181,307.6818181818182,34.22727272727273
15046,695.2857142857143,224.0,37.0
15047,702.0,318.6363636363636,31.09090909090909
15048,698.0,221.5,36.0
15049,705.2666666666667,245.8,28.2
15050,706.0,225.6,28.2
15051,708.3333333333334,238.27777777777777,25.72222222222222
15052,712.8,295.0,22.5
15053,721.0,399.5,16.0
15054,713.6875,288.125,21.5
15055,714.375,283.375,21.375
15056,711.3636363636364,224.0,23.363636363636363
15057,725.3333333333334,387.8333333333333,13.0
15058,713.375,218.25,21.625
15059,726.625,378.25,11.5
15060,727.5,370.0,11.0
15061,726.3333333333334,331.1666666666667,12.0
15062,722.0,274.0,14.0
15063,723.1538461538462,262.0769230769231,13.538461538461538
15064,649.2307692307693,300.9230769230769,76.0
15065,656.7857142857143,392.5,70.35714285714286
15066,653.7727272727273,331.5,72.27272727272727
15067,658.3846153846154,395.6923076923077,68.76923076923077
15068,658.1363636363636,334.6818181818182,68.5
15069,661.5,331.0,66.0
15070,667.0,389.11538461538464,60.57692307692308
15071,668.6666666666666,382.5,61.0
15072,660.8235294117648,288.94117647058823,66.0
15073,659.95,264.75,66.6
15074,662.0,273.5,64.3125
15075,671.3888888888889,374.0,57.94444444444444
15076,662.0588235294117,254.23529411764707,64.0
15077,673.7142857142857,380.1904761904762,55.714285714285715
15078,673.875,374.125,56.0
15079,667.1875,277.5625,60.1875
15080,665.4736842105264,239.21052631578948,61.73684210526316
15081,666.4666666666667,255.33333333333334,61.0
15082,667.2,248.8,61.0
15083,668.6153846153846,243.53846153846155,59.38461538461539
15084,677.5,359.35714285714283,52.214285714285715
15085,671.6666666666666,257.57142857142856,56.42857142857143
15086,680.90625,305.34375,48.625
15087,689.3333333333334,312.5416666666667,41.875
15088,690.2857142857143,248.0,41.0
15089,700.5,367.5,34.0
15090,703.0,399.0,32.0
15091,699.25,336.8333333333333,34.416666666666664
15092,699.75,344.0,34.0
15093,705.1666666666666,396.8333333333333,30.0
15094,700.0,326.0,34.0
15095,702.25,360.25,32.0
15096,710.8,391.6,24.0
15097,701.2857142857143,240.57142857142858,32.0
15098,709.0,317.0,27.0
15099,702.4,236.0,30.8
15100,706.5882352941177,284.88235294117646,27.0
15101,705.5714285714286,258.7857142857143,28.142857142857142
15102,711.5238095238095,339.6190476190476,23.333333333333332
15103,713.5714285714286,361.07142857142856,22.142857142857142
15104,704.8,216.8,28.2
15105,705.3333333333334,229.11111111111111,28.0
15106,707.0,246.28571428571428,26.0
15107,707.5,216.0,26.0
15108,710.125,232.875,25.0
15109,710.75,229.33333333333334,24.0
15110,717.3636363636364,302.09090909090907,17.727272727272727
15111,725.0,371.0,14.0
15112,727.1666666666666,373.8333333333333,11.0
15113,719.5,233.0,17.0
15114,722.0,253.0,15.0
15115,647.56,292.6,76.48
15116,655.9,386.4,70.25
15117,652.7727272727273,306.6363636363636,72.27272727272727
15118,653.6774193548387,298.741935483871,71.51612903225806
15119,656.34375,340.875,69.40625
15120,662.0769230769231,351.61538461538464,64.6923076923077
15121,663.6923076923077,366.9230769230769,63.69230769230769
15122,667.0434782608696,359.69565217391306,60.73913043478261
15123,660.9565217391304,277.69565217391306,65.0
15124,673.0,386.0,57.0
15125,666.2777777777778,293.1111111111111,61.111111111111114
15126,668.1538461538462,288.61538461538464,59.92307692307692
15127,668.0,255.0,59.333333333333336
15128,674.5,344.5,54.333333333333336
15129,679.16,393.04,50.56
15130,680.4736842105264,382.3157894736842,49.05263157894737
15131,675.6666666666666,270.3333333333333,54.0
15132,685.4615384615385,379.53846153846155,45.38461538461539
15133,683.4285714285714,328.7142857142857,46.714285714285715
15134,685.0416666666666,335.3333333333333,44.625
15135,688.1935483870968,297.4516129032258,42.354838709677416
15136,697.0,381.0,36.0
15137,694.3809523809524,333.3333333333333,36.76190476190476
15138,693.0,280.0,40.0
15139,698.3333333333334,371.0,34.333333333333336
15140,692.75,285.4166666666667,38.5
15141,695.4,295.5,36.55
15142,693.0,227.2,38.0
15143,696.8571428571429,230.71428571428572,35.0
15144,707.75,358.0,26.0
15145,703.5652173913044,284.04347826086956,29.434782608695652
15146,699.0,213.0,33.0
15147,704.2631578947369,278.57894736842104,28.57894736842105
15148,700.6666666666666,232.33333333333334,31.0
15149,707.5454545454545,271.0,26.0
15150,719.5714285714286,387.14285714285717,16.571428571428573
15151,717.0,346.0,18.0
15152,709.2857142857143,216.85714285714286,24.714285714285715
15153,712.0714285714286,230.14285714285714,22.0
15154,724.1818181818181,379.27272727272725,13.272727272727273
15155,716.5,225.5,19.0
15156,715.75,231.5625,18.8125
15157,720.0,237.0,16.0
15158,642.5217391304348,291.2608695652174,80.3913043478261
15159,645.4117647058823,284.11764705882354,78.0
15160,647.85,309.15,76.15
15161,648.2,289.46666666666664,75.2
15162,649.6785714285714,296.7857142857143,74.42857142857143
15163,652.3214285714286,293.32142857142856,71.75
15164,655.7222222222222,288.77777777777777,69.0
15165,657.4193548387096,287.1290322580645,67.51612903225806
15166,666.2857142857143,373.6190476190476,61.04761904761905
15167,655.3333333333334,236.08333333333334,69.25
15168,663.0,306.0,65.0
15169,668.0,372.72727272727275,59.22727272727273
15170,668.0,342.0,61.0
15171,668.0454545454545,351.0,59.5
15172,670.7894736842105,379.1578947368421,57.63157894736842
15173,665.5,303.0,62.0
15174,660.6521739130435,248.47826086956522,64.56521739130434
15175,673.875,394.25,55.125
15176,663.9333333333333,245.66666666666666,61.8
15177,666.3333333333334,265.76190476190476,60.23809523809524
15178,671.0,292.0,58.0
15179,669.0526315789474,250.57894736842104,58.21052631578947
15180,681.7,386.9,47.9
15181,681.75,370.7083333333333,47.583333333333336
15182,677.3529411764706,304.29411764705884,50.94117647058823
15183,680.5,314.0,48.7
15184,682.7857142857143,323.42857142857144,46.785714285714285
15185,686.0,286.0,44.0
15186,689.8181818181819,244.0,40.54545454545455
15187,701.3333333333334,371.1666666666667,32.333333333333336
15188,696.0,307.46153846153845,35.92307692307692
15189,690.9090909090909,237.63636363636363,39.27272727272727
15190,693.0,263.0,38.0
15191,691.8888888888889,232.66666666666666,39.0
15192,696.5,261.5,35.0
15193,701.4761904761905,272.3809523809524,30.61904761904762
15194,700.6666666666666,265.5,31.0
15195,702.9,268.35,29.45
15196,704.25,273.25,29.125
15197,700.8888888888889,224.11111111111111,31.0
15198,704.4,263.8,28.0
15199,712.6666666666666,341.55555555555554,21.555555555555557
15200,717.0,357.0,20.0
15201,709.4,249.1,24.6
15202,711.1,266.5,22.9
15203,710.1875,254.9375,23.0
15204,713.4444444444445,291.22222222222223,20.5
15205,717.7894736842105,350.3157894736842,17.42105263157895
15206,719.5,341.0,17.0
15207,722.8,375.4,14.0
15208,719.75,333.375,16.0
15209,728.8333333333334,293.3333333333333,7.833333333333333
15210,649.516129032258,332.64516129032256,74.45161290322581
15211,651.2258064516129,327.2903225806452,72.6774193548387
15212,648.6428571428571,283.32142857142856,74.39285714285714
15213,654.2222222222222,337.27777777777777,70.83333333333333
15214,659.2,397.0,66.73333333333333
15215,656.0,350.0952380952381,69.19047619047619
15216,655.125,329.03125,69.40625
15217,653.3333333333334,284.0,71.38888888888889
15218,661.3571428571429,357.42857142857144,65.07142857142857
15219,663.2777777777778,361.0,62.833333333333336
15220,656.8461538461538,244.46153846153845,68.0
15221,665.0526315789474,354.0,61.10526315789474
15222,661.8888888888889,292.8888888888889,63.94444444444444
15223,662.3333333333334,282.6666666666667,63.476190476190474
15224,664.0,299.5,63.0
15225,660.8571428571429,269.14285714285717,64.5
15226,669.7058823529412,362.7647058823529,57.94117647058823
15227,663.6470588235294,272.47058823529414,62.23529411764706
15228,670.0869565217391,353.17391304347825,56.82608695652174
15229,677.1176470588235,385.8235294117647,51.94117647058823
15230,677.16,355.04,51.36
15231,679.05,372.7,49.7
15232,682.7333333333333,391.6666666666667,47.0
15233,672.2666666666667,249.86666666666667,55.0
15234,671.1818181818181,214.87878787878788,53.54545454545455
15235,677.1666666666666,249.70833333333334,50.666666666666664
15236,690.6,327.6,39.65
15237,695.75,372.25,36.5
15238,695.9090909090909,368.6363636363636,36.0
15239,694.8,318.6,37.0
15240,698.125,364.125,34.0
15241,691.3,252.9,39.0
15242,702.0,384.0,31.333333333333332
15243,699.6666666666666,321.55555555555554,32.0
15244,697.6111111111111,279.1666666666667,33.77777777777778
15245,694.3333333333334,219.66666666666666,37.0
15246,708.6,370.2,25.0
15247,699.25,223.25,33.0
15248,700.5,236.66666666666666,31.833333333333332
15249,703.2857142857143,222.14285714285714,29.0
15250,715.5882352941177,320.5882352941176,18.058823529411764
15251,712.5,224.25,21.375
15252,643.6666666666666,325.6666666666667,79.0
15253,644.90625,294.4375,77.65625
15254,646.0,299.6818181818182,77.13636363636364
15255,648.25,322.4583333333333,75.33333333333333
15256,662.0666666666667,397.4,64.53333333333333
15257,655.1,304.3,69.8
15258,653.6190476190476,292.23809523809524,70.0952380952381
15259,657.6428571428571,340.07142857142856,67.14285714285714
15260,654.7619047619048,298.9047619047619,69.71428571428571
15261,658.125,326.625,67.4375
15262,661.6470588235294,373.1764705882353,64.3529411764706
15263,664.2,399.3333333333333,62.2
15264,653.1176470588235,242.76470588235293,70.70588235294117
15265,663.1666666666666,354.3888888888889,63.166666666666664
15266,662.3571428571429,339.92857142857144,63.714285714285715
15267,660.4117647058823,297.52941176470586,64.94117647058823
15268,660.1666666666666,302.1666666666667,64.75
15269,669.5333333333333,398.4,57.666666666666664
15270,661.1666666666666,260.3333333333333,63.5
15271,662.8823529411765,266.47058823529414,62.705882352941174
15272,662.48,236.52,62.52
15273,675.0,386.0,54.0
15274,667.6842105263158,262.7894736842105,58.68421052631579
15275,669.0526315789474,267.63157894736844,57.31578947368421
15276,678.75,362.75,50.0
15277,669.9,253.15,56.3
15278,678.6666666666666,358.1666666666667,50.0
15279,673.3181818181819,239.95454545454547,53.5
15280,686.0,389.0,45.0
15281,680.4444444444445,310.22222222222223,47.72222222222222
15282,686.0666666666667,313.0,43.46666666666667
15283,692.1428571428571,345.14285714285717,39.285714285714285
15284,688.0,293.8,41.333333333333336
15285,690.1739130434783,289.8695652173913,39.52173913043478
15286,687.5,244.0,42.0
15287,692.7142857142857,290.57142857142856,37.535714285714285
15288,695.625,327.1875,35.0
15289,696.5,316.0,35.0
15290,694.0,240.5,37.0
15291,709.5,409.0,25.0
15292,698.7142857142857,265.57142857142856,32.857142857142854
15293,696.1111111111111,223.66666666666666,35.0
15294,709.5,395.0,24.0
15295,700.3333333333334,228.33333333333334,32.0
15296,712.0,356.0,23.0
15297,706.9,276.05,25.55
15298,702.0769230769231,214.6153846153846,29.615384615384617
15299,710.2941176470588,285.52941176470586,22.176470588235293
15300,705.75,210.25,26.75
15301,716.8181818181819,359.27272727272725,17.454545454545453
15302,707.6,228.7,25.1
15303,721.0,384.0,14.666666666666666
15304,727.0,334.0,10.0
15305,725.6666666666666,299.8333333333333,10.0
15306,641.3333333333334,287.3333333333333,81.22222222222223
15307,642.4545454545455,303.6363636363636,80.36363636363636
15308,644.9,323.25,77.65
15309,646.0952380952381,339.9047619047619,76.9047619047619
15310,646.030303030303,332.0,76.42424242424242
15311,648.48,340.72,74.72
15312,659.6,365.5,66.3
15313,661.5555555555555,383.94444444444446,64.16666666666667
15314,661.0,368.14285714285717,65.0
15315,664.4666666666667,393.53333333333336,62.2
15316,661.3809523809524,345.0952380952381,64.0952380952381
15317,658.2,248.8,66.06666666666666
15318,668.25,383.25,58.75
15319,659.2666666666667,257.0,65.4
15320,659.9047619047619,265.2857142857143,64.42857142857143
15321,668.1818181818181,368.22727272727275,58.27272727272727
15322,667.0769230769231,345.61538461538464,59.15384615384615
15323,659.5714285714286,240.38095238095238,64.52380952380952
15324,658.15,233.65,65.2
